count_point_id,year,region_id,region_name,region_ons_code,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
62,2016,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Counted,Automatic counter,E,0,103,23559,112,4823,828,174,171,160,614,1229,3175,31772
62,2016,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Counted,Automatic counter,W,0,104,23724,113,4857,833,175,172,161,618,1237,3197,31996
62,2017,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,E,0,96,23533,110,5229,871,186,190,162,631,1271,3310,32278
62,2017,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,W,0,97,23699,111,5266,877,187,191,163,635,1280,3333,32505
62,2018,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,E,0,95,23333,110,5395,887,192,197,162,639,1283,3359,32292
62,2018,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,W,0,96,23497,111,5433,893,193,198,163,644,1292,3383,32519
62,2019,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,E,0,92,23691,110,5390,882,203,205,161,637,1288,3376,32660
62,2019,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,W,0,93,23857,111,5428,888,205,206,162,641,1297,3400,32890
62,2020,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,E,0,51,15306,59,4474,774,180,187,147,600,1173,3061,22951
62,2020,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,W,0,52,15413,60,4505,780,181,188,148,604,1181,3083,23112
62,2021,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Manual count,E,0,25,20846,32,5179,582,138,223,34,102,2341,3420,29502
62,2021,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Manual count,W,0,57,21328,40,5916,807,290,220,59,496,2000,3871,31212
62,2022,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Automatic counter,E,0,25,20881,33,5207,525,127,198,31,91,2089,3061,29206
62,2022,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Automatic counter,W,0,46,17284,33,4812,589,215,158,44,358,1444,2808,24983
62,2023,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Automatic counter,E,0,24,21393,34,5360,522,126,201,31,89,2014,2983,29795
62,2023,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.943145,-4.0142922,0.6,0.37,Counted,Automatic counter,W,0,54,21226,41,5937,701,257,192,53,422,1668,3293,30550
63,2012,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Estimated,Estimated from nearby links,C,0,203,46387,217,7475,1519,278,259,330,2107,2273,6766,61048
63,2013,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Counted,Automatic counter,C,0,216,49442,231,7967,1619,296,276,351,2246,2423,7212,65068
63,2014,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Counted,Automatic counter,C,0,222,50812,238,8188,1664,305,284,361,2308,2490,7412,66871
63,2015,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Counted,Automatic counter,C,0,225,51411,240,8284,1684,308,287,365,2335,2519,7499,67659
63,2016,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Counted,Automatic counter,E,0,115,26252,119,4456,897,153,169,190,1119,1327,3855,34797
63,2016,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Counted,Automatic counter,W,0,115,26309,120,4466,899,153,170,190,1122,1330,3864,34874
63,2017,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,107,26223,117,4831,944,163,188,193,1150,1372,4010,35288
63,2017,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.83607715,-4.180267528,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,107,26281,117,4842,946,164,188,193,1153,1375,4019,35366
63,2018,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,106,26000,117,4984,961,168,195,193,1166,1385,4068,35276
63,2018,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,106,26057,117,4995,963,169,195,194,1169,1388,4077,35353
63,2019,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,103,26398,117,4981,956,178,203,192,1162,1391,4082,35681
63,2019,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,103,26456,117,4991,958,179,204,192,1164,1394,4091,35759
63,2020,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,57,17055,63,4134,839,158,185,175,1095,1267,3718,25027
63,2020,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,57,17092,63,4143,841,158,186,176,1097,1269,3726,25082
63,2021,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,58,19497,63,4832,955,176,208,193,1181,1368,4080,28530
63,2021,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,58,19540,63,4842,957,176,209,193,1183,1371,4089,28593
63,2022,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,66,22099,72,5497,974,183,209,200,1194,1381,4142,31876
63,2022,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,66,22148,73,5509,977,183,209,201,1197,1384,4151,31946
63,2023,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,E,0,64,22713,76,5677,971,183,212,201,1176,1336,4079,32608
63,2023,3,Scotland,S92000003,3,Glasgow City,S12000049,M74,TM,Major,A74,A724,263553,662467,55.836076,-4.1802675,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,0,64,22763,76,5689,973,183,213,202,1179,1339,4088,32680
64,2012,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated from nearby links,N,260,77,6113,197,902,58,13,2,1,1,0,75,7363
64,2012,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated from nearby links,S,250,74,5836,181,877,62,12,3,1,2,1,81,7048
64,2013,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,N,257,85,6059,206,937,58,14,3,1,1,0,76,7363
64,2013,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,S,247,82,5784,189,912,62,13,4,1,2,1,83,7049
64,2014,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Counted,Manual count,N,371,63,6368,181,994,87,9,0,4,7,0,108,7713
64,2014,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Counted,Manual count,S,422,57,6237,183,850,59,10,4,3,3,0,80,7406
64,2015,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,N,345,55,6494,195,1043,83,9,0,5,7,0,104,7890
64,2015,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,S,393,50,6361,197,891,56,10,4,4,3,0,77,7576
64,2016,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,N,321,54,6595,180,1139,84,9,0,5,6,0,105,8073
64,2016,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,S,366,49,6460,182,973,57,10,4,4,3,0,78,7743
64,2017,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,N,307,55,6546,168,1199,83,10,0,5,6,0,104,8073
64,2017,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.01867423,-3.10528354,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,S,350,49,6413,170,1025,57,11,4,4,3,0,78,7735
64,2018,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,N,340,54,6474,153,1221,84,10,0,5,7,0,105,8008
64,2018,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,S,387,49,6342,154,1044,57,10,4,4,3,0,79,7668
64,2019,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,N,373,51,6555,154,1211,83,10,0,6,7,0,105,8076
64,2019,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,S,425,46,6422,156,1035,56,11,4,4,3,0,78,7737
64,2020,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,N,426,37,4979,98,1068,73,8,0,5,6,0,92,6275
64,2020,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,S,486,34,4878,99,913,50,9,4,4,3,0,69,5992
64,2021,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,N,348,40,5486,101,1165,78,9,0,5,6,0,98,6889
64,2021,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,S,397,36,5374,102,995,53,10,4,4,3,0,74,6581
64,2022,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Counted,Manual count,N,302,83,7827,97,1078,84,17,7,8,0,2,118,9203
64,2022,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Counted,Manual count,S,298,69,6979,98,860,49,10,6,9,0,0,74,8081
64,2023,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,N,297,82,7974,97,1096,83,16,7,8,0,2,117,9366
64,2023,1,South West,E12000009,5,Somerset,E06000066,A3027,PA,Major,Bridge A3807,A3038,322569,124948,51.018673,-3.1052835,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,S,293,69,7111,99,874,49,9,6,9,0,0,73,8226
501,2000,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,137,36529,342,4678,1978,225,188,525,2040,902,5858,47544
501,2000,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,190,39057,232,4669,1788,213,136,668,1853,797,5455,49603
501,2001,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,N,0,210,33994,231,4915,1526,193,217,610,1823,960,5329,44679
501,2001,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,S,0,210,38455,249,4992,1806,199,228,585,1724,1138,5680,49586
501,2002,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,162,38583,214,5605,1325,250,259,453,1917,1140,5344,49908
501,2002,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,186,40976,235,5782,1847,264,313,595,1965,968,5952,53131
501,2003,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,E,0,183,37657,220,5773,1281,255,274,420,1652,1219,5101,48934
501,2003,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,W,0,210,39993,242,5955,1786,270,331,552,1694,1035,5668,52068
501,2004,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,174,44171,247,6548,1290,237,172,593,2126,1162,5580,56720
501,2004,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,217,45699,207,6394,1381,215,174,541,2155,923,5389,57906
501,2005,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,E,0,176,44171,257,6778,1288,231,182,544,1924,1272,5441,56823
501,2005,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,W,0,219,45699,215,6618,1379,210,184,496,1950,1011,5230,57981
501,2006,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,252,40964,232,5572,1410,264,184,366,2080,1185,5489,52509
501,2006,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,255,46701,227,6025,1646,245,182,271,1863,1286,5493,58701
501,2007,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,E,0,260,41251,263,5900,1372,256,197,321,2013,1239,5398,53072
501,2007,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,W,0,263,47028,257,6381,1602,238,195,237,1803,1345,5420,59349
501,2008,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,E,0,275,40302,341,6042,1324,278,202,289,1832,1252,5177,52137
501,2008,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,W,0,278,45946,333,6534,1545,259,200,214,1641,1358,5217,58308
501,2009,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,382,46127,266,6652,1417,234,168,367,1714,903,4803,58230
501,2009,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,350,43496,211,6114,1141,178,165,330,1488,979,4281,54452
501,2010,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,237,42373,327,6519,1144,228,208,460,1361,1391,4792,54248
501,2010,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,228,41265,292,6463,1065,215,188,367,1398,1497,4730,52978
501,2011,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,256,42373,222,6444,1306,251,209,308,1503,1283,4860,54155
501,2011,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,270,45195,227,6559,1077,171,172,284,1562,1267,4533,56784
501,2012,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,233,40816,250,5846,1137,220,97,301,1518,1221,4494,51639
501,2012,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,278,43941,258,6630,1112,164,173,227,1469,1142,4289,55395
501,2013,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,E,0,232,42610,275,5558,947,156,117,387,1499,1147,4253,52927
501,2013,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,W,0,217,41987,314,6334,1200,156,134,198,1373,1142,4203,53054
501,2014,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,N,0,219,44779,308,6845,1118,223,159,253,1252,1452,4457,56609
501,2014,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,S,0,188,44886,248,7083,921,177,165,198,1357,1303,4121,56526
501,2015,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,N,0,137,48459,213,8312,1188,254,234,265,1705,1386,5032,62152
501,2015,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328570,187000,51.57732031,-3.032184269,2.2,1.37,Counted,Manual count,S,0,181,46783,218,7982,1196,184,171,322,1447,1314,4634,59799
501,2016,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.57997959,-3.034481487,2.2,1.37,Counted,Manual count,N,0,182,45307,204,7516,1138,207,155,301,1688,1351,4840,58050
501,2016,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.57997959,-3.034481487,2.2,1.37,Counted,Manual count,S,0,171,47775,199,8255,1136,168,183,315,1408,1306,4515,60915
501,2017,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.57997959,-3.034481487,2.2,1.37,Counted,Manual count,N,0,175,48104,220,8314,1227,245,179,238,1615,1051,4554,61369
501,2017,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.57997959,-3.034481487,2.2,1.37,Counted,Manual count,S,0,130,44977,237,7734,1237,268,226,372,1647,1284,5034,58112
501,2018,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,N,0,174,47694,221,8577,1249,252,186,239,1637,1060,4624,61291
501,2018,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,S,0,129,44593,238,7979,1259,277,235,373,1670,1296,5109,58048
501,2019,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,N,0,225,44448,186,7975,948,222,207,185,1607,1214,4383,57217
501,2019,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,S,0,202,39889,266,8557,916,221,194,365,1745,1197,4639,53553
501,2020,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,N,0,98,30023,88,7518,800,245,219,188,596,2339,4388,42115
501,2020,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,S,0,119,30019,76,7469,739,253,248,128,483,2355,4206,41889
501,2021,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,N,0,100,34322,88,8788,911,273,246,207,643,2526,4806,48104
501,2021,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,S,0,121,34317,76,8731,841,281,279,141,521,2543,4606,47852
501,2022,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,N,0,115,37473,196,8344,779,251,154,269,1120,1651,4225,50352
501,2022,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Counted,Manual count,S,0,143,36720,139,8629,708,235,187,155,897,1921,4103,49734
501,2023,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,N,0,111,38513,205,8617,776,251,156,271,1103,1596,4154,51602
501,2023,4,Wales,W92000004,6,Newport,W06000022,M4,TM,Major,28,27,328415,187298,51.579978,-3.0344815,2.2,1.37,Estimated,Estimated using previous year's AADF on this link,S,0,139,37740,145,8912,705,235,190,156,884,1858,4027,50962
502,2000,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,E,0,101,18980,135,3368,738,194,295,273,828,586,2914,25498
502,2000,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,W,0,98,18532,117,3238,904,232,311,250,836,573,3106,25091
502,2001,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,E,0,80,20870,176,3003,925,185,212,249,797,467,2835,26964
502,2001,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,W,0,78,20274,183,3084,959,213,234,237,679,508,2830,26449
502,2002,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,E,0,65,19307,118,2934,827,158,224,226,799,383,2617,25041
502,2002,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,W,0,76,21121,100,3189,876,157,247,216,704,482,2682,27168
502,2003,4,Wales,W92000004,7,Bridgend,W06000013,M4,TM,Major,LA Boundary,37,280770,182100,51.52519,-3.720044465,2.9,1.8,Counted,Manual count,E,0,80,20451,177,3515,945,154,177,28,228,256,1788,26011
