count_point_id,year,region_id,region_name,region_ons_code,local_authority_id,local_authority_name,local_authority_code,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,LGVs,HGVs_2_rigid_axle,HGVs_3_rigid_axle,HGVs_4_or_more_rigid_axle,HGVs_3_or_4_articulated_axle,HGVs_5_articulated_axle,HGVs_6_articulated_axle,all_HGVs,all_motor_vehicles
54,2012,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Counted,Manual count,S,36,23,169,5,108,18,0,0,0,0,0,18,325
54,2013,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,37,28,165,0,100,14,0,0,0,0,0,14,307
54,2013,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,W,36,24,170,6,116,18,0,0,0,0,0,18,334
54,2014,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,30,31,167,0,109,15,0,0,0,0,0,15,321
54,2014,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,W,29,27,172,6,127,18,0,0,0,0,0,18,349
54,2015,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,30,30,170,0,116,15,0,0,0,0,0,15,330
54,2015,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,W,28,26,175,6,135,19,0,0,0,0,0,19,360
54,2016,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,30,30,172,0,125,16,0,0,0,0,0,16,342
54,2016,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,W,28,26,177,6,145,20,0,0,0,0,0,20,374
54,2017,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,E,30,29,171,0,132,16,0,0,0,0,0,16,349
54,2017,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.91781028,-6.298996455,0.2,0.12,Estimated,Estimated using previous year's AADF on this link,W,28,25,176,6,154,20,0,0,0,0,0,20,382
54,2018,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,E,29,28,171,0,138,17,0,0,0,0,0,17,354
54,2018,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,W,28,25,176,6,161,21,0,0,0,0,0,21,387
54,2019,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,E,35,30,171,0,138,16,0,0,0,0,0,16,356
54,2019,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,W,34,26,176,6,160,20,0,0,0,0,0,20,389
54,2020,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Counted,Manual count,E,66,15,151,0,100,5,0,0,0,0,0,5,271
54,2020,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Counted,Manual count,W,57,22,118,0,70,3,0,0,0,0,0,3,214
54,2021,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,E,49,16,165,0,115,5,0,0,0,0,0,5,300
54,2021,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,W,42,23,129,0,81,4,0,0,0,0,0,4,236
54,2022,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,E,48,17,177,0,128,6,0,0,0,0,0,6,327
54,2022,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,W,41,26,138,0,90,4,0,0,0,0,0,4,257
54,2023,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,E,45,16,181,0,131,6,0,0,0,0,0,6,333
54,2023,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91515,10820,49.917809,-6.2989962,0.3,0.19,Estimated,Estimated using previous year's AADF on this link,W,39,24,142,0,92,4,0,0,0,0,0,4,261
55,2000,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,N,82,12,203,2,41,14,0,0,0,0,0,14,272
55,2000,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,S,73,18,198,20,36,13,0,0,0,0,0,13,285
55,2001,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,N,72,11,208,2,41,13,0,0,0,0,0,13,275
55,2001,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,S,64,17,203,22,36,12,0,0,0,0,0,12,290
55,2002,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,N,77,14,217,2,42,13,0,0,0,0,0,13,288
55,2002,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,S,68,21,212,23,37,12,0,0,0,0,0,12,305
55,2003,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,N,64,18,225,2,46,12,0,0,0,0,0,12,303
55,2003,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,S,57,27,220,24,40,11,0,0,0,0,0,11,322
55,2004,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,N,63,19,229,2,45,12,0,0,0,0,0,12,307
55,2004,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,S,56,29,224,19,40,11,0,0,0,0,0,11,323
55,2005,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Counted,Manual count,E,24,33,97,7,35,6,2,0,0,0,0,8,180
55,2005,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Counted,Manual count,W,18,21,86,1,32,6,1,0,0,0,0,7,147
55,2006,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,23,35,98,7,37,7,2,0,0,0,0,9,186
55,2006,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,18,22,87,1,34,7,1,0,0,0,0,8,152
55,2007,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,23,36,95,7,39,7,2,0,0,0,0,9,186
55,2007,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,18,23,84,1,35,7,1,0,0,0,0,8,151
55,2008,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,23,37,94,7,41,6,2,0,0,0,0,8,187
55,2008,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,18,23,83,1,37,6,1,0,0,0,0,7,151
55,2009,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,26,39,95,7,44,6,2,0,0,0,0,8,193
55,2009,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,21,24,83,1,40,6,1,0,0,0,0,7,155
55,2010,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,27,35,91,8,45,6,2,0,0,0,0,8,187
55,2010,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,22,22,80,1,41,6,1,0,0,0,0,7,151
55,2011,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,24,35,90,8,47,6,2,0,0,0,0,8,188
55,2011,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,19,22,79,1,43,6,1,0,0,0,0,7,152
55,2012,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,22,32,88,9,45,6,2,0,0,0,0,8,183
55,2012,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,18,20,78,1,42,6,1,0,0,0,0,7,147
55,2013,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Counted,Manual count,E,21,10,68,0,57,7,0,0,0,0,0,7,141
55,2013,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Counted,Manual count,W,19,10,94,0,73,8,0,0,0,0,0,8,184
55,2014,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,17,11,69,0,62,7,0,0,0,0,0,7,148
55,2014,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,15,11,95,0,79,8,0,0,0,0,0,8,193
55,2015,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,17,10,70,0,66,7,0,0,0,0,0,7,153
55,2015,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,15,10,97,0,84,8,0,0,0,0,0,8,199
55,2016,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,16,10,71,0,71,7,0,0,0,0,0,7,159
55,2016,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,15,10,98,0,91,8,0,0,0,0,0,8,208
55,2017,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4.2,2.61,Estimated,Estimated using previous year's AADF on this link,E,17,10,70,0,75,8,0,0,0,0,0,8,163
55,2017,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.91858504,-6.295093656,4.2,2.61,Estimated,Estimated using previous year's AADF on this link,W,15,10,98,0,96,9,0,0,0,0,0,9,213
55,2018,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,16,10,70,0,79,8,0,0,0,0,0,8,166
55,2018,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,15,10,97,0,101,9,0,0,0,0,0,9,217
55,2019,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,20,11,70,0,78,8,0,0,0,0,0,8,167
55,2019,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,18,11,97,0,101,9,0,0,0,0,0,9,217
55,2020,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,25,8,51,0,67,7,0,0,0,0,0,7,133
55,2020,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91800,10890,49.918583,-6.2950934,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,23,8,71,0,86,8,0,0,0,0,0,8,173
55,2021,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Counted,Manual count,E,37,9,87,0,35,6,0,0,0,0,0,6,137
55,2021,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Counted,Manual count,W,70,7,104,0,47,4,0,0,0,0,0,4,162
55,2022,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,36,10,94,0,39,6,0,0,0,0,0,6,148
55,2022,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,69,8,112,0,53,4,0,0,0,0,0,4,176
55,2023,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Estimated,Estimated using previous year's AADF on this link,E,34,9,96,0,39,6,0,0,0,0,0,6,151
55,2023,1,South West,E12000009,1,Isles of Scilly,E06000053,A3110,PA,Major,A3111,A3112,91664,10833,49.918002,-6.296937,4,2.49,Estimated,Estimated using previous year's AADF on this link,W,65,7,115,0,54,4,0,0,0,0,0,4,179
60,2012,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated from nearby links,N,15,69,8111,16,1442,169,45,147,27,102,73,562,10200
60,2012,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated from nearby links,S,9,79,7939,31,1073,130,33,105,22,81,116,487,9609
60,2013,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,N,15,73,8014,17,1531,172,49,168,21,101,76,587,10222
60,2013,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,S,9,83,7845,32,1139,132,36,121,17,79,122,508,9607
60,2014,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Counted,Manual count,N,22,61,5789,59,1044,154,27,52,42,55,42,371,7324
60,2014,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Counted,Manual count,S,21,67,6611,47,1298,210,37,62,53,115,93,569,8592
60,2015,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,N,22,63,5963,58,1160,161,30,54,53,57,43,399,7644
60,2015,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,S,21,69,6810,47,1442,220,41,64,67,119,97,609,8977
60,2016,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,N,22,63,6037,57,1253,169,29,62,55,53,45,413,7824
60,2016,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,S,21,69,6895,46,1558,231,39,74,69,111,100,625,9192
60,2017,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,N,22,62,6030,56,1326,174,30,65,56,53,46,423,7897
60,2017,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.96782793,-0.960757848,0.4,0.25,Estimated,Estimated using previous year's AADF on this link,S,21,67,6886,45,1648,238,41,77,71,112,102,640,9287
60,2018,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Counted,Manual count,N,6,28,5762,38,1134,116,22,44,40,75,49,345,7307
60,2018,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Counted,Manual count,S,7,31,6447,34,1434,120,30,61,41,106,125,482,8429
60,2019,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,N,7,30,5775,38,1130,115,23,46,40,75,48,347,7319
60,2019,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,S,9,33,6461,34,1429,119,32,63,41,106,123,485,8442
60,2020,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,N,9,22,4217,24,967,103,20,40,36,69,43,311,5542
60,2020,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,S,11,25,4718,22,1223,107,28,56,37,97,110,434,6422
60,2021,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,E,8,25,5160,26,1401,116,30,61,39,102,116,464,7076
60,2021,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,W,6,23,4612,29,1108,113,21,44,38,72,45,333,6104
60,2022,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Counted,Manual count,E,16,41,6528,32,1758,177,20,91,26,167,62,544,8904
60,2022,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Counted,Manual count,W,17,56,6215,34,1643,151,23,125,13,85,127,524,8472
60,2023,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,E,15,38,6690,32,1793,178,19,85,25,167,59,533,9087
60,2023,2,East Midlands,E12000004,2,Nottinghamshire,E10000024,A6097,PA,Major,A46,A612,469894,341668,52.967826,-0.96075789,0.5,0.31,Estimated,Estimated using previous year's AADF on this link,W,16,53,6369,34,1676,152,22,116,13,85,120,507,8638
61,2012,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Estimated,Estimated from nearby links,C,61,41,5236,118,831,96,20,17,5,13,15,167,6393
61,2013,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Counted,Automatic counter,W,62,42,5316,119,844,97,20,18,5,14,16,170,6491
61,2014,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Counted,Automatic counter,W,69,47,5936,133,942,109,23,20,6,15,18,190,7249
61,2015,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Counted,Automatic counter,W,71,48,6122,138,972,112,24,20,6,16,18,196,7476
61,2016,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Counted,Automatic counter,W,69,49,6414,131,1095,117,24,24,6,14,18,204,7894
61,2017,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.85186829,-4.270159054,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,66,49,6367,123,1153,117,24,24,6,14,19,205,7897
61,2018,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,73,49,6297,111,1174,118,24,24,7,15,20,207,7838
61,2019,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,80,46,6376,113,1164,116,25,24,7,15,20,207,7905
61,2020,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,91,34,4843,71,1027,102,21,21,6,13,17,181,6157
61,2021,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,74,36,5336,73,1120,109,23,23,6,14,19,195,6759
61,2022,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,67,39,5699,79,1214,113,24,25,6,15,19,202,7233
61,2023,3,Scotland,S92000003,3,Glasgow City,S12000049,A8,PA,Major,M8,Morrison Street,257982,664405,55.851867,-4.270159,0.1,0.06,Estimated,Estimated using previous year's AADF on this link,W,66,39,5806,80,1234,112,23,24,6,14,18,199,7357
62,2012,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Estimated,Estimated from nearby links,C,0,187,41599,221,7285,1363,285,254,221,1143,2079,5346,54637
62,2013,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Counted,Automatic counter,C,0,184,40997,218,7179,1343,281,250,218,1126,2049,5268,53847
62,2014,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Counted,Automatic counter,C,0,207,46117,245,8076,1511,316,282,245,1267,2305,5926,60572
62,2015,3,Scotland,S92000003,4,North Lanarkshire,S12000050,M80,TM,Major,A73,A73,274293,674066,55.9431467,-4.014292268,0.6,0.37,Estimated,Estimated using previous year's AADF on this link,C,0,202,46240,227,8986,1557,352,291,307,1283,2338,6129,61784
